task_id,index,verdict,confidence,sample_test,reason
544,543,incorrect,high,sample_pass,"CORRECTED after independent adjudication: Problem says any entity (player or ball) can move; an uncarried Quaffle move action '.Q U/D/L/R' is legal but code's players dict never registers '.Q', causing KeyError crash. Reproduced directly."
545,544,correct,high,sample_pass,"Same core algorithm as 543 (position-based goal check); extra Snitch/Bludger branches are dead code for this F1-only input. Matches all 3 samples exactly."
546,545,incorrect,high,sample_pass,"CORRECTED after independent adjudication: Constructed a valid action sequence (carrier eliminated by Bludger off any goal, then dropped Quaffle moved and rethrown into own goal): candidate outputs FINAL SCORE 0 0 while spec-compliant sim give"
547,546,correct,high,sample_pass,"Goal/eliminate logic uses live player positions (correct); properly collects+sorts+deletes simultaneous eliminations. A '==' typo leaves quidditch[1] unused but it never affects printed output. Passes all samples and a custom double-elimination test."
548,547,incorrect,high,sample_pass,"Simultaneous eliminations printed in dict/scan order, not required alphabetical order, and only deletes the last one found. Verified: prints '1 R0 ELIMINATED' then '1 B0 ELIMINATED' (should be B0 then R0)."
549,548,incorrect,high,sample_mismatch,"Ignores t: loops a hardcoded range(10) instead of the given number of test cases, so with t=100 it reads only 10 lines and prints 10 answers. Only works when t==10 (as in the sample)."
550,549,correct,high,sample_pass,"Exhaustively verified on all 100 possible (x,y) pairs with 0<=x,y<=9: prints min then max, token-exact."
551,550,incorrect,high,sample_mismatch,"Wrong answer on the statement's own sample (answer is uniquely determined): line 1 expected '1 9', got '9 1'."
552,551,correct,high,sample_mismatch,"Validated on 8 sample + 30 random strings: YES/NO decision correct (possible iff >1 distinct char), r is a true anagram of s and differs from s."
553,552,correct,high,sample_mismatch,"Validated on 8 sample + 30 random strings: decision, anagram property and r!=s all hold."
554,553,incorrect,high,sample_mismatch,"s='aaaaa': answers YES, but every rearrangement of 'aaaaa' equals s, so the answer must be NO."
555,554,correct,high,sample_mismatch,"Validated on 8 sample + 30 random strings: decision, anagram property and r!=s all hold."
556,555,incorrect,high,sample_mismatch,"s='xxxxy': answers NO although a valid rearrangement exists (e.g. 'xxxyx')."
557,556,correct,high,sample_pass,"Formula cuts1+1 if no '01' transition else cut0+cut1, matches derived correct rule (must cut every '10' transition plus all but one '01' transition). Verified on samples and '0101' (gives 3, correct)."
558,557,correct,high,sample_pass,"Equivalent formula to the correct one (base 1 + all transitions, minus 1 if any '01' transition exists). Verified on samples and '0101' (gives 3, correct)."
559,558,incorrect,high,sample_mismatch,"Wrong answer on the statement's own sample (answer is uniquely determined): line 1 expected '3', got '2'."
560,559,correct,high,sample_pass,"count of all transitions plus flag for presence of '01'; equals correct formula cut0+cut1 (flag set) or cut1+1 (no '01'). Verified on samples and '0101' (gives 3, correct)."
561,560,incorrect,high,sample_pass,"Only counts '10' transitions +1, ignoring that multiple separate '01' ascents each need an extra cut. Fails on '0101': correct answer is 3, program outputs 2."
562,561,incorrect,high,sample_pass,"Uses float division bd*ql/ad then int() instead of exact integer floor division; loses precision for large values causing off-by-one. Verified: outputs 459183673 vs exact correct 459183672."
563,562,correct,high,sample_pass,"Standard two-pointer greedy (advance a-pointer when b[j]>=a[i], else count a replacement); matches both samples and known correct approach, O(n) fine for n<=100."
564,563,incorrect,high,sample_pass,"Simulates array via a.pop(-1) then a[:i]+[b[j]]+a[i+1:], which drops an extra valid element each operation, corrupting subsequent comparisons. Fuzzed vs the correct two-pointer solution: diverges e.g. a=[1,17,18,20], b=[7,8,14,18] gives 1 instead of correct 2."
565,564,correct,high,sample_pass,"Alice wins iff #U is odd; verified via minimax brute force over all strings n<=12, matches exactly. O(n) per test, fast enough."
566,565,incorrect,high,sample_mismatch,"Wrong answer on the statement's own sample (answer is uniquely determined): line 2 expected 'NO', got 'YES'."
567,566,correct,high,sample_pass,"Same odd-U-count winning condition, verified correct via brute-force game tree; lowercase yes/no is acceptable."
568,567,incorrect,high,sample_pass,"Wrong rule (n even -> no, else compare U>D). Fails n=2 'UD': true winner is Alice (YES) but code outputs 'no'."
569,568,correct,high,sample_pass,"Same correct odd-U-count parity rule as index 564, just reads via sys.stdin split; verified via brute force."
570,569,incorrect,high,sample_mismatch,"Produces no output on the sample input (unique-answer problem); program never reaches/prints a result."
571,570,incorrect,high,sample_pass,"Ignores m entirely: loops b up to sqrt(n)+1 regardless of m, overcounting when m<sqrt(n). E.g. n=2,m=1 gives 3, correct is 2."
572,571,correct,high,sample_pass,"cnt=-1+sum ceil(x/y)+[x%y==0] algebraically equals floor((n+b)/b^2) for all b=1..m; verified via brute force; total work bounded by sum(m)<=2e6."
573,572,incorrect,high,sample_pass,"Loop is range(1,m) so it never includes b=m, plus ad-hoc +1/+0 patches and a spurious cnt==0 override; fails brute force e.g. n=2,m=1 gives 1 instead of 2."
574,573,correct,medium,sample_pass,"Matches brute force on many small/edge (n,m); loop over full b=1..m bounded by sum(m)<=2e6, measured 1.8s at n=m=2e6 worst case, plausibly within TL."
575,574,incorrect,high,sample_mismatch,"Wrong answer on the statement's own sample (answer is uniquely determined): line 2 expected '3', got '2'."
576,575,correct,high,sample_pass,"while i<=m and i*i<=n+i correctly bounds by both m and natural cutoff; matches brute force; extremely fast."
577,576,incorrect,high,sample_pass,"Missing the i<=m bound (only checks i*i<=n+i), so it sums contributions for b>m which is invalid; fails e.g. n=2,m=1 gives 3 instead of 2."
578,577,correct,high,sample_pass,"Standard g=k(x+y) decomposition (gcd(x,y)=1) matches brute force on samples/random small cases; timed worst case n=m=2e6 at ~0.5s, safely fast enough."
579,578,incorrect,high,sample_mismatch,"Wrong answer on the statement's own sample (answer is uniquely determined): line 2 expected '1', got '1.0'."
580,579,correct,high,sample_pass,"Formula (S - max(0,p3-p1-p2))//2 with S odd -> -1 matches derived closed form; verified exhaustively over full constraint range 0<=p1<=p2<=p3<=30."
581,580,correct,high,sample_pass,"Loop-based search matches correct formula exactly; verified exhaustively over full constraint range 0<=p1<=p2<=p3<=30 with no mismatches."
582,581,incorrect,high,sample_pass,"Loop stop condition wrong; e.g. p1=p2=p3=2 should give 3 draws but code outputs 2 (exhaustive check found 455 mismatches in [0,30]^3)."
583,582,correct,high,sample_pass,"min((p1+p2+p3)//2, p1+p2) after parity check equals the derived closed-form optimum; verified exhaustively over 0<=p1<=p2<=p3<=30."
584,583,incorrect,high,sample_mismatch,"Wrong answer on the statement's own sample (answer is uniquely determined): line 2 expected '1', got '0'."
585,584,incorrect,high,runtime_error,"Crashes on the sample input: ValueError: invalid literal for int() with base 10: 'Copy\n'"
586,585,incorrect,high,sample_pass,"Bug: compares free capacity m to number of test cases 'a' (t) instead of to x when deciding whether extra screens are needed."
587,586,correct,high,sample_pass,"Correctly computes ceil(y/2) base screens, remaining capacity 15*s-4y, and extra screens for x; verified exhaustively over x,y in [0,99]."
588,587,incorrect,high,sample_pass,"Uses space_x%15 to decide branch but computes extra_screen from 'extra' (=space_x-remaining), causing off-by-one; e.g. x=22,y=2 should be 2, gives 3."
589,588,correct,high,sample_pass,"Equivalent computation of ceil(y/2) screens plus extra ceil((x-free)/15); verified exhaustively over x,y in [0,99] with no mismatches."
590,589,incorrect,high,sample_mismatch,"Wrong answer on the statement's own sample (answer is uniquely determined): line 10 expected '2', got '3'."
591,590,correct,high,sample_pass,"Same correct formula (ceil(y/2) base, free=15*t-4y, extra ceil((x-free)/15)); verified exhaustively over x,y in [0,99]."
592,591,incorrect,high,sample_mismatch,"Wrong answer on the statement's own sample (answer is uniquely determined): line 11 expected '5', got '4'."
593,592,incorrect,high,sample_mismatch,"Wrong answer on the statement's own sample (answer is uniquely determined): line 1 expected 'codeforces', got 'dhefghidfj'."
594,593,correct,high,sample_pass,"Symmetric-map decode is an involution; correctly reconstructs r from set(b) and inverts. Fast I/O, O(n) per test."
595,594,incorrect,high,sample_mismatch,"Wrong answer on the statement's own sample (answer is uniquely determined): line 1 expected 'codeforces', got 'cdefors'."
596,595,correct,high,sample_pass,"Same correct involution-based decode as 593, just different variable names; per-test print is fine for given limits."
597,596,incorrect,high,sample_mismatch,"Wrong answer on the statement's own sample (answer is uniquely determined): line 1 expected 'codeforces', got 'aaaaaaaaaa'."
598,597,correct,high,sample_pass,"Finds first descent, verifies suffix internally sorted and <= a[0]; equivalent to checking cyclic-rotation validity (<=1 descent). Verified by hand-tracing multiple cases incl. duplicates."
599,598,correct,high,sample_pass,"Classic rotation check: tests if sorted(a) appears as a length-n window of a+a, exactly equivalent to 'some rotation is sorted'; O(n^2) fine for n<=50."
600,599,incorrect,high,sample_mismatch,"Wrong answer on the statement's own sample (answer is uniquely determined): line 2 expected 'Yes', got 'No'."
601,600,correct,high,sample_pass,"Implements known correct solution: answer = max median of any length-3 window (min(a) for n=2). Verified against brute-force simulation on random small arrays with 0 mismatches."
602,601,incorrect,high,sample_pass,"Uses max of adjacent-pair minima (window size 2) instead of max median of length-3 windows; wrong for n>=3, e.g. [5,1,5] should give 5 (whole array median) but code gives 1."
603,602,correct,high,sample_pass,"Checks digits sorted, letters sorted, and adjacent letter-then-digit transitions; proven that any global 'digit after letter' violation must produce an adjacent violation, so this fully captures the condition."
604,603,correct,high,sample_pass,"The preceding loop is dead code (digit ASCII always < letter ASCII so its comparisons never fire); the real check 'sortedPassword == password' (digits sorted + letters sorted, concatenated) exactly captures all three required conditions."
605,604,incorrect,high,sample_mismatch,"Wrong answer on the statement's own sample (answer is uniquely determined): line 1 expected 'YES', got 'NO'."
606,605,incorrect,high,sample_pass,"When m==n-1 (diff=1, odd) it wrongly prints Yes; parity requirement violated"
607,606,correct,high,sample_pass,"Implements exact condition n>=m and (n-m) even; matches required parity/reachability logic"
608,607,correct,high,sample_pass,"Checks b>=c and equal parity (b%2==c%2), equivalent to correct condition"
609,608,incorrect,high,sample_pass,"Parity check uses 'a' (total test count t) instead of c (m): compares a%2==b%2, wrong variable"
610,609,correct,high,sample_pass,"Checks (n-m)%2==0 and n-m>=0, equivalent to correct condition"
611,610,incorrect,high,sample_pass,"Only checks n>=m, ignores parity requirement (n-m must be even)"
612,611,correct,high,sample_mismatch,"Validated on 7 sample + 37 random/edge x (incl. 2^30-1): n<=32, all a_i in {-1,0,1}, sum a_i*2^i == x, no two adjacent nonzero. Sample diff was a valid alternative array."
613,612,incorrect,high,sample_mismatch,"x=1: the emitted array sums to 0, not 1, violating x = sum a_i*2^i."
614,613,correct,high,sample_pass,"max(a[:-1]) + a[-1] is the known correct formula: book n always ends one pile's max, best partner is the largest of the rest. Matches all samples."
615,614,incorrect,high,sample_mismatch,"Wrong answer on the statement's own sample (answer is uniquely determined): line 2 expected '4', got '6'."
616,615,incorrect,high,sample_pass,"Uses float division ((b+(b-k+1))/2)*k for arithmetic-series sum; loses precision for large b,k (~1e9), giving wrong integer result, e.g. n=1e9,a=2,b=1e9 -> 500000000500000002 instead of correct 500000000500000001."
617,616,correct,high,sample_pass,"Correct formula using only integer arithmetic (//), matches derived closed form and passes stress tests incl. large 1e9-scale values."
618,617,incorrect,high,sample_pass,"Same formula as 616 but computed with float division ('/2' and '/2*') before multiplying by ~1e9 values, causing precision loss, e.g. n=1e9,a=1,b=999999999 gives 499999999500000000 instead of correct 499999999500000001."
619,618,correct,high,sample_pass,"Uses k=min(n,b-a) (one less than true optimal k=min(n,b-a+1)) but the marginal bun at k=b-a+1 sells at exactly price a, a zero-gain tie, so profit is identical; pure integer arithmetic, verified on samples and large-value stress tests."
620,619,incorrect,high,sample_mismatch,"Wrong answer on the statement's own sample (answer is uniquely determined): line 2 expected '35', got '33'."
621,620,correct,high,sample_pass,"Binary search exploiting concavity of profit(k) to find argmax over [0,min(n,b)]; matches exact formula on random and large-scale (1e9) stress tests."
622,621,incorrect,high,sample_mismatch,"Wrong answer on the statement's own sample (answer is uniquely determined): line 1 expected '17', got '4'."
623,622,correct,high,sample_mismatch,"Validated on 13 sample/edge + 25 random (n,k): Yes/No matches feasibility (k even and k <= n^2/2), output is a true permutation and its Manhattan value equals k exactly."
624,623,incorrect,high,sample_mismatch,"n=6,k=18: outputs a permutation with Manhattan value 16 instead of the required 18 (18 is attainable, e.g. [4,5,6,1,2,3])."
625,624,correct,high,sample_pass,"Uses abs(x-y) then iteratively peels highest bit; verified equal to lowest-set-bit(x^y) formula on 20000 random pairs incl. samples; O(log) per test, fast enough."
626,625,incorrect,high,sample_pass,"Wrong formula for non-power-of-2, non-first-power-subtraction case; only peels bit once instead of repeatedly (unlike 624's while loop)."
627,626,incorrect,high,sample_mismatch,"CORRECTED after independent adjudication: Uses float '/' on huge products (up to 20^50), losing precision; with k=[20]*10+[19]*9 outputs bets ~5e15, violating the required 1<=x_i<=1e9 bound. Reproduced by running the code."
628,627,correct,high,sample_mismatch,"Validated against the problem's conditions (1<=x_i<=1e9, sum(x)<k_i*x_i for all i, -1 exactly when sum(1/k_i)>=1) on all 6 sample cases plus 37 random/edge cases; the sample diff is an equally valid alternative distribution."
629,628,incorrect,high,sample_mismatch,"CORRECTED after independent adjudication: Ran code on n=19, all k_i=20: uses raw product (20^19) instead of lcm(=20), producing bets ~2.6e23 per outcome, violating the required 1<=x_i<=1e9 output constraint even though a valid small (all-1s)"
630,629,correct,high,sample_mismatch,"Validated against the problem's conditions (1<=x_i<=1e9, sum(x)<k_i*x_i for all i, -1 exactly when sum(1/k_i)>=1) on all 6 sample cases plus 37 random/edge cases; the sample diff is an equally valid alternative distribution."
631,630,correct,high,sample_mismatch,"Validated against the problem's conditions (1<=x_i<=1e9, sum(x)<k_i*x_i for all i, -1 exactly when sum(1/k_i)>=1) on all 6 sample cases plus 37 random/edge cases; the sample diff is an equally valid alternative distribution."
632,631,incorrect,high,sample_mismatch,"CORRECTED after independent adjudication: Ran candidate on n=19, all k_i=20 (valid: sum 1/k_i=0.95<1, so answer exists e.g. all x_i=1). Candidate outputs x_i=prod/k_i ~2.6e23, violating the required 1<=x_i<=1e9 bound; should use lcm(k_i)=20 i"
633,632,correct,high,runtime_error,"Judged with a spec-faithful interactor over 84 games (n=2..8, exactly n-2 edges removed): always answered within the n-query limit and returned a genuine Hamiltonian path of the original graph. (The harness's 'runtime_error' is an artifact of feeding an interactive problem static input.)"
634,633,incorrect,high,runtime_error,"Queries in a nested loop (up to ~n^2 queries) and never reasons about adjacency: blows the 'at most n queries' limit immediately (n=2 uses 3 queries), and can loop forever when a query returns 0 0."
635,634,correct,high,sample_pass,"Correctly counts missing problems for all 7 letters A-G with no double counting; verified against samples and edge case (only 'A' present)."
636,635,incorrect,high,sample_pass,"Loop string p='ABCDEF' omits 'G'; if G is completely absent from input, its required m copies are never added."
637,636,correct,high,sample_pass,"Initializes all 7 letters to 0 then computes missing counts correctly; verified against samples and G-missing edge case."
638,637,incorrect,high,sample_mismatch,"Wrong answer on the statement's own sample (answer is uniquely determined): line 1 expected '2', got '0'."
639,638,correct,high,sample_pass,"Counts all 7 letters via count array of size 7, correctly computes shortfall; verified against samples and edge case."
640,639,incorrect,high,sample_pass,"Ignores actual stdin entirely; hardcodes t=3 and the sample test_cases, always prints '2\n5\n1' regardless of real input."
641,640,incorrect,high,sample_pass,"Reads cube values as strings and sorts lexicographically instead of numerically (never converts to int), giving wrong order for multi-digit values."
642,641,correct,high,sample_pass,"Correct threshold logic comparing favorite's value against boundary of sorted array; verified against full sample and 500 brute-force random trials."
643,642,incorrect,high,sample_mismatch,"Wrong answer on the statement's own sample (answer is uniquely determined): line 10 expected 'YES', got 'MAYBE'."
644,643,correct,high,sample_pass,"Correct approach via counting occurrences of favorite's value among first k sorted vs total occurrences; verified against full sample and 500 brute-force random trials."
645,644,incorrect,high,sample_mismatch,"Wrong answer on the statement's own sample (answer is uniquely determined): line 2 expected 'YES', got 'NO'."
